Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemMultiPart:26, ME Covered Cable - Pink
appliedenergistics2:item.ItemMultiPart:27, ME Covered Cable - Gray
appliedenergistics2:item.ItemMultiPart:28, ME Covered Cable - Light Gray
appliedenergistics2:item.ItemMultiPart:29, ME Covered Cable - Cyan
appliedenergistics2:item.ItemMultiPart:30, ME Covered Cable - Purple
appliedenergistics2:item.ItemMultiPart:31, ME Covered Cable - Blue
appliedenergistics2:item.ItemMultiPart:32, ME Covered Cable - Brown
appliedenergistics2:item.ItemMultiPart:33, ME Covered Cable - Green
appliedenergistics2:item.ItemMultiPart:34, ME Covered Cable - Red
appliedenergistics2:item.ItemMultiPart:35, ME Covered Cable - Black
appliedenergistics2:item.ItemMultiPart:36, ME Covered Cable - Fluix
appliedenergistics2:item.ItemMultiPart:60, ME Dense Cable - White
appliedenergistics2:item.ItemMultiPart:61, ME Dense Cable - Orange
appliedenergistics2:item.ItemMultiPart:62, ME Dense Cable - Magenta
appliedenergistics2:item.ItemMultiPart:63, ME Dense Cable - Light Blue
appliedenergistics2:item.ItemMultiPart:64, ME Dense Cable - Yellow
appliedenergistics2:item.ItemMultiPart:65, ME Dense Cable - Lime
appliedenergistics2:item.ItemMultiPart:66, ME Dense Cable - Pink
appliedenergistics2:item.ItemMultiPart:67, ME Dense Cable - Gray
appliedenergistics2:item.ItemMultiPart:68, ME Dense Cable - Light Gray
appliedenergistics2:item.ItemMultiPart:69, ME Dense Cable - Cyan
appliedenergistics2:item.ItemMultiPart:70, ME Dense Cable - Purple
appliedenergistics2:item.ItemMultiPart:71, ME Dense Cable - Blue
appliedenergistics2:item.ItemMultiPart:72, ME Dense Cable - Brown
appliedenergistics2:item.ItemMultiPart:73, ME Dense Cable - Green
appliedenergistics2:item.ItemMultiPart:74, ME Dense Cable - Red
appliedenergistics2:item.ItemMultiPart:75, ME Dense Cable - Black
appliedenergistics2:item.ItemMultiPart:76, ME Dense Cable - Fluix
appliedenergistics2:item.ItemMultiPart:0, ME Glass Cable - White
appliedenergistics2:item.ItemMultiPart:1, ME Glass Cable - Orange
appliedenergistics2:item.ItemMultiPart:2, ME Glass Cable - Magenta
appliedenergistics2:item.ItemMultiPart:3, ME Glass Cable - Light Blue
appliedenergistics2:item.ItemMultiPart:4, ME Glass Cable - Yellow
appliedenergistics2:item.ItemMultiPart:5, ME Glass Cable - Lime
appliedenergistics2:item.ItemMultiPart:6, ME Glass Cable - Pink
appliedenergistics2:item.ItemMultiPart:7, ME Glass Cable - Gray
appliedenergistics2:item.ItemMultiPart:8, ME Glass Cable - Light Gray
appliedenergistics2:item.ItemMultiPart:9, ME Glass Cable - Cyan
appliedenergistics2:item.ItemMultiPart:10, ME Glass Cable - Purple
appliedenergistics2:item.ItemMultiPart:11, ME Glass Cable - Blue
appliedenergistics2:item.ItemMultiPart:12, ME Glass Cable - Brown
appliedenergistics2:item.ItemMultiPart:13, ME Glass Cable - Green
appliedenergistics2:item.ItemMultiPart:14, ME Glass Cable - Red
appliedenergistics2:item.ItemMultiPart:15, ME Glass Cable - Black
appliedenergistics2:item.ItemMultiPart:16, ME Glass Cable - Fluix
appliedenergistics2:item.ItemMultiPart:40, ME Smart Cable - White
appliedenergistics2:item.ItemMultiPart:41, ME Smart Cable - Orange
appliedenergistics2:item.ItemMultiPart:42, ME Smart Cable - Magenta
appliedenergistics2:item.ItemMultiPart:43, ME Smart Cable - Light Blue
appliedenergistics2:item.ItemMultiPart:44, ME Smart Cable - Yellow
appliedenergistics2:item.ItemMultiPart:45, ME Smart Cable - Lime
appliedenergistics2:item.ItemMultiPart:46, ME Smart Cable - Pink
appliedenergistics2:item.ItemMultiPart:47, ME Smart Cable - Gray
appliedenergistics2:item.ItemMultiPart:48, ME Smart Cable - Light Gray
appliedenergistics2:item.ItemMultiPart:49, ME Smart Cable - Cyan
appliedenergistics2:item.ItemMultiPart:50, ME Smart Cable - Purple
appliedenergistics2:item.ItemMultiPart:51, ME Smart Cable - Blue
appliedenergistics2:item.ItemMultiPart:52, ME Smart Cable - Brown
appliedenergistics2:item.ItemMultiPart:53, ME Smart Cable - Green
appliedenergistics2:item.ItemMultiPart:54, ME Smart Cable - Red
appliedenergistics2:item.ItemMultiPart:55, ME Smart Cable - Black
appliedenergistics2:item.ItemMultiPart:56, ME Smart Cable - Fluix
appliedenergistics2:item.ItemMultiPart:420, ME Conversion Monitor
appliedenergistics2:item.ItemMultiPart:360, ME Crafting Terminal
appliedenergistics2:item.ItemMultiPart:200, Dark Illuminated Panel
appliedenergistics2:item.ItemMultiPart:260, ME Export Bus
appliedenergistics2:item.ItemMultiPart:320, ME Formation Plane
appliedenergistics2:item.ItemMultiPart:301, ME Identity Annihilation Plane
appliedenergistics2:item.ItemMultiPart:240, ME Import Bus
appliedenergistics2:item.ItemMultiPart:440, ME Interface
appliedenergistics2:item.ItemMultiPart:480, ME Interface Terminal
appliedenergistics2:item.ItemMultiPart:100, ME Inverted Toggle Bus
appliedenergistics2:item.ItemMultiPart:280, ME Level Emitter
appliedenergistics2:item.ItemMultiPart:160, Bright Illuminated Panel
appliedenergistics2:item.ItemMultiPart:462, P2P Tunnel - Item
appliedenergistics2:item.ItemMultiPart:467, P2P Tunnel - Light
appliedenergistics2:item.ItemMultiPart:463, P2P Tunnel - Fluid
appliedenergistics2:item.ItemMultiPart:460, P2P Tunnel - ME
appliedenergistics2:item.ItemMultiPart:468, P2P Tunnel - OpenComputers
appliedenergistics2:item.ItemMultiPart:466, P2P Tunnel - RF
appliedenergistics2:item.ItemMultiPart:461, P2P Tunnel - Redstone
appliedenergistics2:item.ItemMultiPart:340, ME Pattern Terminal
appliedenergistics2:item.ItemMultiPart:140, Quartz Fiber
appliedenergistics2:item.ItemMultiPart:180, Illuminated Panel
appliedenergistics2:item.ItemMultiPart:220, ME Storage Bus
appliedenergistics2:item.ItemMultiPart:400, ME Storage Monitor
appliedenergistics2:item.ItemMultiPart:380, ME Terminal
appliedenergistics2:item.ItemMultiPart:80, ME Toggle Bus
BiomesOPlenty:food:0, Berry
BiomesOPlenty:food:1, Shroom Powder
BiomesOPlenty:food:2, Wild Carrots
BiomesOPlenty:food:3, Peach
BiomesOPlenty:food:4, Fruit Salad
BiomesOPlenty:food:5, Veggie Salad
BiomesOPlenty:food:6, Shroom Salad
BiomesOPlenty:food:8, Persimmon
BiomesOPlenty:food:9, Filled Honeycomb
BiomesOPlenty:food:10, Ambrosia
BiomesOPlenty:food:11, Turnip
BiomesOPlenty:food:12, Pear
BiomesOPlenty:food:13, Bowl of Rice
BiomesOPlenty:turnipSeeds, Turnip Seeds
BiomesOPlenty:misc:0, Mud Brick
BiomesOPlenty:misc:1, Pile of Ashes
BiomesOPlenty:misc:2, Empty Honeycomb
BiomesOPlenty:misc:3, Chunk of Flesh
BiomesOPlenty:misc:4, Celestial Crystal Shard
BiomesOPlenty:misc:5, Blue Dye
BiomesOPlenty:misc:6, Brown Dye
BiomesOPlenty:misc:7, Green Dye
BiomesOPlenty:misc:8, White Dye
BiomesOPlenty:misc:9, Black Dye
BiomesOPlenty:misc:10, Ghastly Soul
BiomesOPlenty:misc:11, Pixie Dust
BiomesOPlenty:misc:12, Ichor
BiomesOPlenty:misc:13, Pinecone
BiomesOPlenty:gems:0, Ender Amethyst
BiomesOPlenty:gems:1, Ruby
BiomesOPlenty:gems:2, Peridot
BiomesOPlenty:gems:3, Topaz
BiomesOPlenty:gems:4, Tanzanite
BiomesOPlenty:gems:5, Malachite
BiomesOPlenty:gems:6, Sapphire
BiomesOPlenty:gems:7, Amber
BiomesOPlenty:mudball, Mud Ball
BiomesOPlenty:jarEmpty, Empty Jar
BiomesOPlenty:jarFilled:0, Honey Jar
BiomesOPlenty:jarFilled:1, Poison Extract Jar
BiomesOPlenty:jarFilled:2, Pixie Jar
BiomesOPlenty:dartBlower, Dart Blower
BiomesOPlenty:dart:0, Dart
BiomesOPlenty:dart:1, Poison Dart
BiomesOPlenty:ancientStaff:0, Ancient Staff
BiomesOPlenty:ancientStaff:1, Ancient Staff Handle
BiomesOPlenty:ancientStaff:2, Ancient Staff Pole
BiomesOPlenty:ancientStaff:3, Ancient Staff Topper
BiomesOPlenty:ancientStaff:4, Depleted Ancient Staff
BiomesOPlenty:enderporter, Enderporter
BiomesOPlenty:bopBucket, item.bopBucket.name
BiomesOPlenty:record_wanderer, Music Disc
BiomesOPlenty:record_corruption, Music Disc
BiomesOPlenty:biomeFinder, Biome Radar
BiomesOPlenty:biomeEssence, Biome Essence
BiomesOPlenty:swordMud, Muddy Sword
BiomesOPlenty:shovelMud, Muddy Shovel
BiomesOPlenty:pickaxeMud, Muddy Pickaxe
BiomesOPlenty:axeMud, Muddy Axe
BiomesOPlenty:hoeMud, Muddy Hoe
BiomesOPlenty:swordAmethyst, Amethyst Sword
BiomesOPlenty:shovelAmethyst, Amethyst Shovel
BiomesOPlenty:pickaxeAmethyst, Amethyst Pickaxe
BiomesOPlenty:axeAmethyst, Amethyst Axe
BiomesOPlenty:hoeAmethyst, Amethyst Hoe
BiomesOPlenty:scytheWood, Wooden Scythe
BiomesOPlenty:scytheStone, Stone Scythe
BiomesOPlenty:scytheIron, Iron Scythe
BiomesOPlenty:scytheGold, Golden Scythe
BiomesOPlenty:scytheDiamond, Diamond Scythe
BiomesOPlenty:scytheMud, Mud Scythe
BiomesOPlenty:scytheAmethyst, Amethyst Scythe
BiomesOPlenty:helmetMud, Muddy Helmet
BiomesOPlenty:chestplateMud, Muddy Chestplate
BiomesOPlenty:leggingsMud, Muddy Leggings
BiomesOPlenty:bootsMud, Muddy Boots
BiomesOPlenty:helmetAmethyst, Amethyst Helmet
BiomesOPlenty:chestplateAmethyst, Amethyst Chestplate
BiomesOPlenty:leggingsAmethyst, Amethyst Leggings
BiomesOPlenty:bootsAmethyst, Amethyst Boots
BiomesOPlenty:flowerBand:0, Dull Flower Band
BiomesOPlenty:flowerBand:1, Plain Flower Band
BiomesOPlenty:flowerBand:2, Lush Flower Band
BiomesOPlenty:flowerBand:3, Exotic Flower Band
BiomesOPlenty:flippers, Flippers
BiomesOPlenty:wadingBoots, Wading Boots
extracells:part.base:0, ME Fluid Export Bus
extracells:part.base:1, ME Fluid Import Bus
extracells:part.base:2, ME Fluid Storage Bus
extracells:part.base:3, ME Fluid Terminal
extracells:part.base:4, ME Fluid Level Emitter
extracells:part.base:5, ME Fluid Annihilation Plane
extracells:part.base:6, ME Fluid Formation Plane
extracells:part.base:7, ME Drive Fixture
extracells:part.base:8, ME Energy Cell Fixture
extracells:part.base:9, ME Fluid Interface
extracells:part.base:10, ME Fluid Storage Monitor
extracells:part.base:11, ME Fluid Conversion Monitor
extracells:part.base:12, ME Ore Dictionary Export Bus
extracells:part.base:13, ME Gas Import Bus
extracells:part.base:14, ME Gas Export Bus
extracells:part.base:15, ME Gas Terminal
extracells:part.base:16, ME Gas Storage Bus
extracells:part.base:17, ME Gas Level Emitter
extracells:part.base:18, ME Gas Storage Monitor
extracells:part.base:19, ME Gas Conversion Monitor
extracells:storage.fluid:0, ME 1k Fluid Storage
extracells:storage.fluid:1, ME 4k Fluid Storage
extracells:storage.fluid:2, ME 16k Fluid Storage
extracells:storage.fluid:3, ME 64k Fluid Storage
extracells:storage.fluid:4, ME 256k Fluid Storage
extracells:storage.fluid:5, ME 1024k Fluid Storage
extracells:storage.fluid:6, ME 4096k Fluid Storage
extracells:storage.physical:0, ME 256k Storage
extracells:storage.physical:1, ME 1024k Storage
extracells:storage.physical:2, ME 4096k Storage
extracells:storage.physical:3, ME 16384k Storage
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.physical:4, ME Block Container - Empty
extracells:storage.gas:0, ME 1k Gas Storage
extracells:storage.gas:1, ME 4k Gas Storage
extracells:storage.gas:2, ME 16k Gas Storage
extracells:storage.gas:3, ME 64k Gas Storage
extracells:storage.gas:4, ME 256k Gas Storage
extracells:storage.gas:5, ME 1024k Gas Storage
extracells:storage.gas:6, ME 4096k Gas Storage
extracells:pattern.fluid, item.extracells.pattern.fluid.name
extracells:terminal.fluid.wireless, item.extracells.terminal.fluid.wireless.name
extracells:storage.component:0, 256k ME Storage Component
extracells:storage.component:1, 1024k ME Storage Component
extracells:storage.component:2, 4096k ME Storage Component
extracells:storage.component:3, 16384k ME Storage Component
extracells:storage.component:4, 1k ME Fluid Storage Component
extracells:storage.component:5, 4k ME Fluid Storage Component
extracells:storage.component:6, 16k ME Fluid Storage Component
extracells:storage.component:7, 64k ME Fluid Storage Component
extracells:storage.component:8, 256k ME Fluid Storage Component
extracells:storage.component:9, 1024k ME Fluid Storage Component
extracells:storage.component:10, 4096k ME Fluid Storage Component
extracells:storage.component:11, 1k ME Gas Storage Component
extracells:storage.component:12, 4k ME Gas Storage Component
extracells:storage.component:13, 16k ME Gas Storage Component
extracells:storage.component:14, 64k ME Gas Storage Component
extracells:storage.component:15, 256k ME Gas Storage Component
extracells:storage.component:16, 1024k ME Gas Storage Component
extracells:storage.component:17, 4096k ME Gas Storage Component
extracells:storage.casing:0, Advanced Storage Housing
extracells:storage.casing:1, Fluid Storage Housing
extracells:storage.casing:2, Gas Storage Housing
extracells:fluid.item, item.extracells.fluid.item.name
extracells:storage.fluid.portable, item.extracells.storage.fluid.portable.name
extracells:storage.gas.portable, item.extracells.storage.gas.portable.name
extracells:pattern.crafting, item.extracells.pattern.crafting.name
extracells:terminal.universal.wireless, item.extracells.terminal.universal.wireless.name
extracells:terminal.gas.wireless, item.extracells.terminal.gas.wireless.name
extracells:oc.upgrade, ME Upgrade
GalacticraftCore:item.bucketOil, Oil Bucket
GalacticraftCore:item.bucketFuel, Fuel Bucket
GalacticraftCore:item.spaceship:0, Tier 1 Rocket
GalacticraftCore:item.spaceship:1, Tier 1 Rocket
GalacticraftCore:item.spaceship:2, Tier 1 Rocket
GalacticraftCore:item.spaceship:3, Tier 1 Rocket
GalacticraftCore:item.spaceship:4, Tier 1 Rocket
GalacticraftCore:item.oxygenMask, Oxygen Mask
GalacticraftCore:item.oxygenGear, Oxygen Gear
GalacticraftCore:item.oxygenTankLightFull, Light Oxygen Tank
GalacticraftCore:item.oxygenTankMedFull, Medium Oxygen Tank
GalacticraftCore:item.oxygenTankHeavyFull, Heavy Oxygen Tank
GalacticraftCore:item.sensorLens, Sensor Lens
GalacticraftCore:item.sensorGlasses, Sensor Glasses
GalacticraftCore:item.steel_pickaxe, Heavy Duty Pickaxe
GalacticraftCore:item.steel_axe, Heavy Duty Axe
GalacticraftCore:item.steel_hoe, Heavy Duty Hoe
GalacticraftCore:item.steel_shovel, Heavy Duty Shovel
GalacticraftCore:item.steel_sword, Heavy Duty Sword
GalacticraftCore:item.steel_helmet, Heavy Duty Helmet
GalacticraftCore:item.steel_chestplate, Heavy Duty Chestplate
GalacticraftCore:item.steel_leggings, Heavy Duty Leggings
GalacticraftCore:item.steel_boots, Heavy Duty Boots
GalacticraftCore:item.canister:0, Tin Canister
GalacticraftCore:item.canister:1, Copper Canister
GalacticraftCore:item.airVent, Oxygen Vent
GalacticraftCore:item.airFan, Oxygen Fan
GalacticraftCore:item.oxygenConcentrator, Oxygen Concentrator
GalacticraftCore:item.engine:0, Tier 1 Rocket Engine
GalacticraftCore:item.engine:1, Tier 1 Booster
GalacticraftCore:item.heavyPlating, Heavy-Duty Plate
GalacticraftCore:item.noseCone, Nose Cone
GalacticraftCore:item.rocketFins, Rocket Fins
GalacticraftCore:item.steelPole, Steel Pole
GalacticraftCore:item.canvas, Canvas
GalacticraftCore:item.oilCanisterPartial, Partially Filled Oil Canister
GalacticraftCore:item.fuelCanisterPartial, Partially Filled Fuel Canister
GalacticraftCore:item.oilExtractor, Portable Oil Extractor
GalacticraftCore:item.schematic:0, NASA Workbench Schematic
GalacticraftCore:item.schematic:1, NASA Workbench Schematic
GalacticraftCore:item.key:0, Tier 1 Dungeon Key
GalacticraftCore:item.buggymat:0, Buggy Wheel
GalacticraftCore:item.buggymat:1, Buggy Seat
GalacticraftCore:item.buggymat:2, Buggy Storage Box
GalacticraftCore:item.buggy, Buggy
GalacticraftCore:item.basicItem:0, Single Solar Module
GalacticraftCore:item.basicItem:1, Full Solar Panel
GalacticraftCore:item.basicItem:2, Raw Silicon
GalacticraftCore:item.basicItem:3, Copper Ingot
GalacticraftCore:item.basicItem:4, Tin Ingot
GalacticraftCore:item.basicItem:5, Aluminum Ingot
GalacticraftCore:item.basicItem:6, Compressed Copper
GalacticraftCore:item.basicItem:7, Compressed Tin
GalacticraftCore:item.basicItem:8, Compressed Aluminum
GalacticraftCore:item.basicItem:9, Compressed Steel
GalacticraftCore:item.basicItem:10, Compressed Bronze
GalacticraftCore:item.basicItem:11, Compressed Iron
GalacticraftCore:item.basicItem:12, Blue Solar Wafer
GalacticraftCore:item.basicItem:13, Basic Wafer
GalacticraftCore:item.basicItem:14, Advanced Wafer
GalacticraftCore:item.basicItem:15, Can of Food
GalacticraftCore:item.basicItem:16, Can of Food
GalacticraftCore:item.basicItem:17, Can of Food
GalacticraftCore:item.basicItem:18, Can of Food
GalacticraftCore:item.basicItem:19, Frequency Module
GalacticraftCore:item.basicItem:20, Ambient Thermal Controller
GalacticraftCore:item.battery, Battery
GalacticraftCore:item.infiniteBattery, Infinite Battery
GalacticraftCore:item.infiniteOxygen, Infinite Oxygen Supply
GalacticraftCore:item.null:0, Throwable Meteor Chunk
GalacticraftCore:item.null:1, Throwable Meteor Chunk
GalacticraftCore:item.standardWrench, Standard Wrench
GalacticraftCore:item.cheeseCurd, Cheese Curd
GalacticraftCore:item.meteoricIronRaw, Raw Meteoric Iron
GalacticraftCore:item.meteoricIronIngot:0, Meteoric Iron Ingot
GalacticraftCore:item.meteoricIronIngot:1, Compressed Meteoric Iron
GalacticraftCore:item.flag, Flag
GalacticraftCore:item.parachute:0, Parachute
GalacticraftCore:item.parachute:1, Black Parachute
GalacticraftCore:item.parachute:2, Light Blue Parachute
GalacticraftCore:item.parachute:3, Lime Parachute
GalacticraftCore:item.parachute:4, Brown Parachute
GalacticraftCore:item.parachute:5, Blue Parachute
GalacticraftCore:item.parachute:6, Gray Parachute
GalacticraftCore:item.parachute:7, Green Parachute
GalacticraftCore:item.parachute:8, Light Gray Parachute
GalacticraftCore:item.parachute:9, Magenta Parachute
GalacticraftCore:item.parachute:10, Orange Parachute
GalacticraftCore:item.parachute:11, Pink Parachute
GalacticraftCore:item.parachute:12, Purple Parachute
GalacticraftCore:item.parachute:13, Red Parachute
GalacticraftCore:item.parachute:14, Cyan Parachute
GalacticraftCore:item.parachute:15, Yellow Parachute
GalacticraftMars:item.grapple, Grapple
GalacticraftMars:item.itemTier3Rocket:0, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:1, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:2, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:3, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:4, Tier 3 Rocket
GalacticraftMars:item.itemAstroMiner, Astro Miner
GalacticraftMars:item.thermalPadding:0, Thermal Padding Helm
GalacticraftMars:item.thermalPadding:1, Thermal Padding Chestpiece
GalacticraftMars:item.thermalPadding:2, Thermal Padding Leggings
GalacticraftMars:item.thermalPadding:3, Thermal Padding Boots
GalacticraftMars:item.itemBasicAsteroids:0, Heavy-Duty Plate
GalacticraftMars:item.itemBasicAsteroids:1, Heavy Rocket Engine
GalacticraftMars:item.itemBasicAsteroids:2, Heavy Rocket Fins
GalacticraftMars:item.itemBasicAsteroids:3, Iron Shard
GalacticraftMars:item.itemBasicAsteroids:4, Titanium Shard
GalacticraftMars:item.itemBasicAsteroids:5, Titanium Ingot
GalacticraftMars:item.itemBasicAsteroids:6, Compressed Titanium
GalacticraftMars:item.itemBasicAsteroids:7, Thermal Cloth
GalacticraftMars:item.itemBasicAsteroids:8, Beam Core
GalacticraftMars:item.methaneCanisterPartial, Methane Gas Canister
GalacticraftMars:item.canisterPartialLOX, item.canisterPartialLOX.name
GalacticraftMars:item.canisterPartialLN2, item.canisterPartialLN2.name
GalacticraftMars:item.atmosphericValve, Atmospheric Valve
GalacticraftMars:item.heavyNoseCone:0, Heavy Nose Cone
GalacticraftMars:item.orionDrive, Orion Drive
GalacticraftMars:item.titanium_helmet, Titanium Helmet
GalacticraftMars:item.titanium_chestplate, Titanium Chestplate
GalacticraftMars:item.titanium_leggings, Titanium Leggings
GalacticraftMars:item.titanium_boots, Titanium Boots
GalacticraftMars:item.titanium_axe, Titanium Axe
GalacticraftMars:item.titanium_pickaxe, Titanium Pickaxe
GalacticraftMars:item.titanium_shovel, Titanium Shovel
GalacticraftMars:item.titanium_hoe, Titanium Hoe
GalacticraftMars:item.titanium_sword, Titanium Sword
GalacticraftMars:item.bucketSludge, Bacterial Sludge Bucket
GalacticraftMars:item.carbonFragments, Fragmented Carbon
GalacticraftMars:item.null:0, Unrefined Desh
GalacticraftMars:item.null:1, Desh Stick
GalacticraftMars:item.null:2, Desh Ingot
GalacticraftMars:item.null:3, Heavy-Duty Plate
GalacticraftMars:item.null:4, Slimeling Inventory Bag
GalacticraftMars:item.null:5, Compressed Desh
GalacticraftMars:item.null:6, Fluid Manipulator
GalacticraftMars:item.deshPick, Desh Pickaxe
GalacticraftMars:item.deshPickSlime, Sticky Desh Pickaxe
GalacticraftMars:item.deshAxe, Desh Axe
GalacticraftMars:item.deshHoe, Desh Hoe
GalacticraftMars:item.deshSpade, Desh Shovel
GalacticraftMars:item.deshSword, Desh Sword
GalacticraftMars:item.deshHelmet, Desh Helmet
GalacticraftMars:item.deshChestplate, Desh Chestplate
GalacticraftMars:item.deshLeggings, Desh Leggings
GalacticraftMars:item.deshBoots, Desh Boots
GalacticraftMars:item.spaceshipTier2:0, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:1, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:2, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:3, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:4, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:11, Cargo Rocket
GalacticraftMars:item.spaceshipTier2:12, Cargo Rocket
GalacticraftMars:item.spaceshipTier2:13, Cargo Rocket
GalacticraftMars:item.spaceshipTier2:14, Cargo Rocket
GalacticraftMars:item.key:0, Tier 2 Dungeon Key
GalacticraftMars:item.schematic:0, NASA Workbench Schematic
GalacticraftMars:item.schematic:1, NASA Workbench Schematic
GalacticraftMars:item.schematic:2, NASA Workbench Schematic
MineFactoryReloaded:hammer, Precision Sledgehammer
MineFactoryReloaded:plastic.boots, Plastic Boots
MineFactoryReloaded:rubber.raw, Raw Rubber
MineFactoryReloaded:rubber.bar, Rubber Bar
MineFactoryReloaded:plastic.raw, Raw Plastic
MineFactoryReloaded:plastic.sheet, Plastic Sheets
MineFactoryReloaded:plastic.helm, Plastic Helmet
MineFactoryReloaded:plastic.chest, Plastic Breastplate
MineFactoryReloaded:plastic.legs, Plastic Leggings
MineFactoryReloaded:glass.helm, Sunglasses
MineFactoryReloaded:upgrade.radius:0, Upgrade (Lapis)
MineFactoryReloaded:upgrade.radius:1, Upgrade (Tin)
MineFactoryReloaded:upgrade.radius:2, Upgrade (Iron)
MineFactoryReloaded:upgrade.radius:3, Upgrade (Copper)
MineFactoryReloaded:upgrade.radius:4, Upgrade (Bronze)
MineFactoryReloaded:upgrade.radius:5, Upgrade (Silver)
MineFactoryReloaded:upgrade.radius:6, Upgrade (Gold)
MineFactoryReloaded:upgrade.radius:7, Upgrade (Quartz)
MineFactoryReloaded:upgrade.radius:8, Upgrade (Diamond)
MineFactoryReloaded:upgrade.radius:9, Upgrade (Platinum)
MineFactoryReloaded:upgrade.radius:10, Upgrade (Emerald)
MineFactoryReloaded:upgrade.radius:11, Upgrade (Cobble)
MineFactoryReloaded:rednet.meter:0, RedNet Meter
MineFactoryReloaded:rednet.meter:1, RedNet Multimeter
MineFactoryReloaded:rednet.meter:2, Debugger
MineFactoryReloaded:rednet.memorycard, PRC Memory Card
MineFactoryReloaded:upgrade.logic:0, PRC LX-100 Logic Expansion Card
MineFactoryReloaded:upgrade.logic:1, PRC LX-300 Logic Expansion Card
MineFactoryReloaded:upgrade.logic:2, PRC LX-500 Logic Expansion Card
MineFactoryReloaded:meat.ingot.raw, Raw Meat Ingot
MineFactoryReloaded:meat.ingot.cooked, Cooked Meat Ingot
MineFactoryReloaded:meat.nugget.raw, Raw "Meat" Nugget
MineFactoryReloaded:meat.nugget.cooked, Cooked "Meat" Nugget
MineFactoryReloaded:pinkslime:0, Pink Slimeball
MineFactoryReloaded:pinkslime:1, Pink Slime Crystal
MineFactoryReloaded:syringe.empty, Empty Syringe
MineFactoryReloaded:syringe.health, Health Syringe
MineFactoryReloaded:syringe.growth, Growth Syringe
MineFactoryReloaded:syringe.zombie, Zombie Syringe
MineFactoryReloaded:syringe.slime, Slime Embiggening Syringe
MineFactoryReloaded:syringe.cure, De-Zombification Syringe
MineFactoryReloaded:safarinet.launcher, Safari Net Launcher
MineFactoryReloaded:safarinet.reusable, Safari Net (Reusable)
MineFactoryReloaded:safarinet.singleuse, Safari Net (Single-Use)
MineFactoryReloaded:safarinet.jailer, Jailer's Safari Net
MineFactoryReloaded:safarinet.jailer.fancy, Golden Jailer's Safari Net
MineFactoryReloaded:portaspawner, PortaSpawner
MineFactoryReloaded:xpextractor, XP Extractor
MineFactoryReloaded:straw, Straw
MineFactoryReloaded:milkbottle, Milk Bottle
MineFactoryReloaded:plastic.cup:0, Plastic Cup
MineFactoryReloaded:plastic.bag, Plastic Bag
MineFactoryReloaded:sugarcharcoal, Sugar Charcoal
MineFactoryReloaded:fertilizer, Industrial Fertilizer
MineFactoryReloaded:ceramicdye:0, Ceramic Dye (White)
MineFactoryReloaded:ceramicdye:1, Ceramic Dye (Orange)
MineFactoryReloaded:ceramicdye:2, Ceramic Dye (Magenta)
MineFactoryReloaded:ceramicdye:3, Ceramic Dye (Light Blue)
MineFactoryReloaded:ceramicdye:4, Ceramic Dye (Yellow)
MineFactoryReloaded:ceramicdye:5, Ceramic Dye (Lime)
MineFactoryReloaded:ceramicdye:6, Ceramic Dye (Pink)
MineFactoryReloaded:ceramicdye:7, Ceramic Dye (Gray)
MineFactoryReloaded:ceramicdye:8, Ceramic Dye (Light Gray)
MineFactoryReloaded:ceramicdye:9, Ceramic Dye (Cyan)
MineFactoryReloaded:ceramicdye:10, Ceramic Dye (Purple)
MineFactoryReloaded:ceramicdye:11, Ceramic Dye (Blue)
MineFactoryReloaded:ceramicdye:12, Ceramic Dye (Brown)
MineFactoryReloaded:ceramicdye:13, Ceramic Dye (Green)
MineFactoryReloaded:ceramicdye:14, Ceramic Dye (Red)
MineFactoryReloaded:ceramicdye:15, Ceramic Dye (Black)
MineFactoryReloaded:laserfocus:0, Laser Focus (White)
MineFactoryReloaded:laserfocus:1, Laser Focus (Orange)
MineFactoryReloaded:laserfocus:2, Laser Focus (Magenta)
MineFactoryReloaded:laserfocus:3, Laser Focus (Light Blue)
MineFactoryReloaded:laserfocus:4, Laser Focus (Yellow)
MineFactoryReloaded:laserfocus:5, Laser Focus (Lime)
MineFactoryReloaded:laserfocus:6, Laser Focus (Pink)
MineFactoryReloaded:laserfocus:7, Laser Focus (Gray)
MineFactoryReloaded:laserfocus:8, Laser Focus (Light Gray)
MineFactoryReloaded:laserfocus:9, Laser Focus (Cyan)
MineFactoryReloaded:laserfocus:10, Laser Focus (Purple)
MineFactoryReloaded:laserfocus:11, Laser Focus (Blue)
MineFactoryReloaded:laserfocus:12, Laser Focus (Brown)
MineFactoryReloaded:laserfocus:13, Laser Focus (Green)
MineFactoryReloaded:laserfocus:14, Laser Focus (Red)
